brand,product_name,shade_name,finish,color_family,source,lipstick_id,image_path,image_source_url,image_source_page,image_source_name,final_cluster,L_star,a_star,b_star,chroma,pixel_pct
SEPHORA COLLECTION,Cream Lip Stain 10HR Liquid Lipstick,86 English Rose,liquid,pink,Sephora pink lipstick listings,L0102,lipstick_images/swatches/L0102.jpg,https://www.temptalia.com/wp-content/uploads/2018/04/sephora_english-rose-86_003_swatch.jpg,https://www.temptalia.com/product/sephora-cream-lip-stain/english-rose-86/,Temptalia,1,52.86275968597679,54.838944218051154,19.42040208992077,58.17612758069004,12.493263157894736
Gucci,Long Lasting Satin Lipstick,223 Isabel Rosewood,satin,pink,Sephora pink lipstick listings,L0103,lipstick_images/swatches/L0103.jpg,,,,2,38.214759588047784,23.60939849623918,15.806605800214498,28.41218900890242,4.360413367936814
Charlotte Tilbury,K.I.S.S.I.N.G Satin Shine Lipstick,Stoned Rose,satin shine,pink,Sephora pink lipstick listings,L0104,lipstick_images/swatches/L0104.jpg,https://dy6g3i6a1660s.cloudfront.net/GtPP0pBAHHI5cR-RHxKDowR-BH4/zb_p.jpg,https://www.beautylish.com/s/charlotte-tilbury-kissing-satin-shine-lipstick-stoned-rose,Beautylish,4,52.804858653266486,36.70143779864793,27.136765344706788,45.64427203781108,21.18563327032136
Bobbi Brown,Luxe Hydrating Lipstick,Pale Mauve,hydrating,pink,Sephora pink lipstick listings,L0105,lipstick_images/swatches/L0105.jpg,https://www.temptalia.com/wp-content/uploads/2022/11/bobbi-brown_pale-mauve_001_product.jpg,https://www.temptalia.com/product/bobbi-brown-luxe-lipstick/pale-mauve/,Temptalia,4,53.51763510281919,39.87773119918708,19.707228150403125,44.481549961379045,13.628635734072022
Anastasia Beverly Hills,Lip Velvet Liquid Lipstick,Rosy Mauve,velvet liquid,pink,Sephora pink lipstick listings,L0106,lipstick_images/swatches/L0106.jpg,https://is4.revolveassets.com/images/p4/n/z/ABEV-WU384_V4.jpg,https://www.revolve.com/mobile/lip-velvet-in-rosy-mauve/dp/ABEV-WU384/?d=Womens&sectionURL=?%2Fr%2Fmobile%2FsidebarNav.jsp%3FrefURL%3D%252Fmobile%252Fproducts%252Fbr%252F0639be%252F%253FprettyPath%253D%25252Fr%25252FEditorials.jsp%2526listname%253DMatching%252BSets%2526cplid%253D1395%2526navsrc%253Dleft%2526n%253DClothin%2526tops-bodysuits%252Fbr%252Fcf9983%253D%2526tops-bustier%252Fbr%252Fccdcc7%253D&srcType=dp_recs_oos,Revolve,3,46.03432030485168,30.512962103766455,19.187907007573383,36.04464775354549,17.18232714046286
Gucci,Long Lasting Satin Lipstick,219 - Mary Mauve,satin,pink,Sephora pink lipstick listings,L0107,lipstick_images/swatches/L0107.jpg,,,,2,49.75936215303584,22.422081139675072,10.04152988541233,24.56790681099636,14.177204074464347
Anastasia Beverly Hills,Full-Pigment Matte & Satin Velvet Lipstick,Mauve Cloud,matte/satin,pink,Sephora pink lipstick listings,L0108,lipstick_images/swatches/L0108.jpg,https://media.ulta.com/i/ulta/2645545_sm?w=800&h=800&fmt=auto,https://www.ulta.com/p/full-pigment-matte-satin-velvet-lipstick-pimprod2030578?sku=2645545,Ulta Beauty,4,46.90852781193038,25.304046649780048,10.060776603707438,27.23075472189399,31.524375
PAT McGRATH LABS,MatteTrance™ Lipstick,Flesh 5,matte,nude,Sephora nude lipstick listings,L0109,lipstick_images/swatches/L0109.jpg,https://www.temptalia.com/wp-content/uploads/2018/08/pat-mcgrath_flesh-5_001_product.jpg,https://www.temptalia.com/product/pat-mcgrath-mattetrance-lipstick/flesh-5/,Temptalia,3,42.47449000677139,41.83333504694025,20.500961330851,46.58666479410827,16.81873268698061
MAKEUP BY MARIO,Ultra Suede® Lipstick,Erin,suede,nude,Sephora nude lipstick listings,L0110,lipstick_images/swatches/L0110.jpg,https://www.temptalia.com/wp-content/uploads/2021/10/makeup-by-mario_erin_001_product.jpg,https://www.temptalia.com/product/makeup-by-mario-ultra-suede-lipstick/erin/,Temptalia,0,47.778629299773705,26.246150334482564,13.159227784315334,29.360273896197832,19.46069944598338
NATASHA DENONA,My Dream Lipstick - Creamy Lip Color,11NB Natasha,creamy,nude,Sephora nude lipstick listings,L0111,lipstick_images/swatches/L0111.jpg,https://www.temptalia.com/wp-content/uploads/2019/10/natasha-denona_natasha-11NB_003_swatch.jpg,https://www.temptalia.com/product/natasha-denona-i-need-a-nude-lipstick/natasha-11nb/,Temptalia,4,65.54526627838455,27.55564451561051,23.205831331731417,36.02532654213509,12.627368421052632
Charlotte Tilbury,K.I.S.S.I.N.G Satin Shine Lipstick,Nude Kate,satin shine,nude,Sephora nude lipstick listings,L0112,lipstick_images/swatches/L0112.jpg,https://media.ulta.com/i/ulta/2619411_alt02?w=800&h=800&fmt=auto,https://www.ulta.com/p/kissing-satin-shine-lipstick-pimprod2043358?sku=2619411,Ulta Beauty,4,46.046725361808896,30.39727133750884,27.8432317055572,41.2218347065664,10.83046875
MAC Cosmetics,M·A·Cximal Sleek Satin 8HR Full-Coverage Hydrating Lipstick,Fleshpot,satin,nude,Sephora nude lipstick listings,L0113,lipstick_images/swatches/L0113.jpg,,,,0,70.99333006032576,18.8614172271306,20.010396240180455,27.498527551578597,45.44282915764512
Yves Saint Laurent,Rouge Pur Couture Caring Satin Lipstick with Ceramides,N8 Blouse Nu,satin,nude,Sephora nude lipstick listings,L0114,lipstick_images/swatches/L0114.jpg,,,,1,47.97236707441899,41.75248550124289,22.383181441590807,47.37379926688035,33.57351712614871
VIOLETTE_FR,BISOU JELLY Sheer Shine Hydrating Lipstick,Bonbon Caramel,sheer shine,nude,Sephora nude lipstick listings,L0115,lipstick_images/swatches/L0115.jpg,https://www.violettefr.com/cdn/shop/files/VFR_PDP_1500x1872_BisouJelly_Grid_Caramel.jpg?v=1740425527&width=1946,https://www.violettefr.com/products/bisou-jelly-bonbon-caramel?srsltid=AfmBOopACexRNFG0huBwxu9AUVeum-rXXXI0L0Y7aY4Ufd5tg4gUfyYY,violette_fr,3,50.55643532056615,31.51854513471392,27.540525316040572,41.855695216929206,19.00954415954416
MERIT,Signature Lip Lightweight Lipstick,1990,,nude,Sephora nude lipstick listings,L0116,lipstick_images/swatches/L0116.jpg,,,,1,38.77677986943334,22.111631182173795,18.284110678485945,28.69203612223441,7.277083333333334
DIOR,Rouge Dior Refillable Lipstick,300 Nude Style,,nude,Sephora nude lipstick listings,L0117,lipstick_images/swatches/L0117.jpg,https://www.temptalia.com/wp-content/uploads/2022/07/dior_forever-nude-style-300_004_swatch.jpg,https://www.temptalia.com/product/dior-rouge-dior-forever-transfer-proof-lipstick/forever-nude-style-300/,Temptalia,1,45.19134033379921,40.099238636737624,21.771721726627163,45.62846486775246,6.427789473684211
Yves Saint Laurent,Rouge Pur Couture Caring Satin Lipstick with Ceramides,N3 Nude Decollete,satin,nude,Sephora nude lipstick listings,L0118,lipstick_images/swatches/L0118.jpg,https://cdn11.bigcommerce.com/s-k0hh7/images/stencil/1280x1280/products/8367/35616/n3b__85807.1704565859.jpg?c=2,https://www.bonboncosmetics.com/ysl-rouge-pur-couture-n3-nude-decollete/?srsltid=AfmBOorVHBIBbMCbp6ZjjqKQhNv48FL9xK4vXFXU9AxnO5SbMDVcV1hi,www.bonboncosmetics.com,0,53.284601732196975,26.85981652457008,20.498608472854443,33.78820346003835,24.165333333333333
PAT McGRATH LABS,MatteTrance™ Lipstick,Nude Venus,matte,nude,Sephora nude lipstick listings,L0119,lipstick_images/swatches/L0119.jpg,https://media.ulta.com/i/ulta/2613810_alt02?w=800&h=800&fmt=auto,https://www.ulta.com/p/mattetrance-lipstick-pimprod2040430?sku=2613810,Ulta Beauty,3,35.0025684023136,27.0404678632745,24.058862346573363,36.19413985269088,9.47625
Charlotte Tilbury,Matte Revolution Hydrating Lipstick,Catwalking,matte,nude,Sephora nude lipstick listings,L0120,lipstick_images/swatches/L0120.jpg,https://images.ctfassets.net/wlke2cbybljx/5xlCr1J9ejnoKVAvgUsvXP/c4c16c6282c971c79523bb4025834883/Catwalking-Matte-Rev-Swatch.png?w=660&h=660&fit=fill&q=80&bg=rgb%3AF5F5F5&fm=jpg,https://www.charlottetilbury.com/us/product/matte-revolution-lipstick-catwalking?srsltid=AfmBOoqoQX7N-FzQ_EXnJFG_MprrjrHqacU9kE1JDsE5yEDQmMKtMwc2,Charlotte Tilbury,2,51.60181668820652,29.80666208791655,27.044402472524386,40.24719629886192,13.369834710743802
DIOR,Dior Addict Shine Lipstick,100 Nude Look,shine,nude,Sephora nude lipstick listings,L0121,lipstick_images/swatches/L0121.jpg,https://media.ulta.com/i/ulta/2618570_alt01?w=800&h=800&fmt=auto,https://www.ulta.com/p/rouge-dior-lipstick-pimprod2043044?sku=2618570,Ulta Beauty,2,53.98447305330644,28.212084617532213,20.270911544336855,34.73948147720583,29.7678125
MAKEUP BY MARIO,Ultra Suede® Lipstick,Cam,suede,nude,Sephora nude lipstick listings,L0122,lipstick_images/swatches/L0122.jpg,https://www.temptalia.com/wp-content/uploads/2021/10/makeup-by-mario_cam_001_product.jpg,https://www.temptalia.com/product/makeup-by-mario-ultra-suede-lipstick/cam/,Temptalia,4,47.849506211675674,37.99541163267162,24.034346735329365,44.95888263880893,20.973684210526315
Charlotte Tilbury,Hyaluronic Happikiss Lipstick Balm,Crystal Happikiss,balm,nude,Sephora nude lipstick listings,L0123,lipstick_images/swatches/L0123.jpg,https://images.ctfassets.net/wlke2cbybljx/2G1SGmGdqsaw2HjPN16epI/3b1fc97598e74c134ea1aac9c2141f46/Crystal-Swatch-Happikiss-Packshot.png?w=660&h=660&fit=fill&q=80&bg=rgb%3AF5F5F5&fm=jpg,https://www.charlottetilbury.com/us/product/hyaluronic-happikiss-lipstick-crystal?srsltid=AfmBOopa5087s26YQ7VX60YBdH5MS_iHKWpNTVtoEWln95jKPv0AxMeh,Charlotte Tilbury,4,51.40249478956033,54.87329455314779,23.6751983077738,59.76281009146854,2.162993572084481
Givenchy,Le Rouge Sheer Velvet Matte Lipstick,16 Nude Boise,sheer velvet matte,nude,Sephora nude lipstick listings,L0124,lipstick_images/swatches/L0124.jpg,,,,3,63.962996120561016,27.88182632050132,16.337511190689355,32.31579352069975,22.375801282051285
Charlotte Tilbury,Matte Revolution Hydrating Lipstick,Super Fabulous,matte,nude,Sephora nude lipstick listings,L0125,lipstick_images/swatches/L0125.jpg,https://www.temptalia.com/wp-content/uploads/2021/08/charlotte-tilbury_super-fabulous_001_product.jpg,https://www.temptalia.com/product/charlotte-tilbury-matte-revolution-lipstick/super-fabulous/,Temptalia,0,36.19741340679542,28.088626072129045,15.68545096159309,32.171482503739696,16.257271468144044
Charlotte Tilbury,K.I.S.S.I.N.G Satin Shine Lipstick,Nude Romance,satin shine,nude,Sephora nude lipstick listings,L0126,lipstick_images/swatches/L0126.jpg,https://media.ulta.com/i/ulta/2619412_sm?w=800&h=800&fmt=auto,https://www.ulta.com/p/kissing-satin-shine-lipstick-pimprod2043358?sku=2619412,Ulta Beauty,1,48.427529716035735,37.084777199032885,22.935346759607796,43.604023104357715,20.21796875
Valentino,Liquirosso 2 in 1 Soft Matte Liquid Lipstick & Blush,110A - Into The Nude,soft matte,nude,Sephora nude lipstick listings,L0127,lipstick_images/swatches/L0127.jpg,,,,4,47.14758101873491,28.716644540053977,18.924025723345892,34.39134227124131,33.62716019171702
TOM FORD,"Runway Lipstick Color with Hydrating, 12H Longwear",Spanish Pink,,nude,Sephora nude lipstick listings,L0128,lipstick_images/swatches/L0128.jpg,https://www.temptalia.com/wp-content/uploads/2017/08/tom-ford-beauty_spanish-pink_003_swatch.jpg,https://www.temptalia.com/product/tom-ford-beauty-lip-color/spanish-pink/,Temptalia,2,61.763249167936394,41.15285780219236,21.44981910759691,46.40746109232969,14.100631578947368
Bobbi Brown,Luxe Cashmere Matte Lipstick,Sandwash Pink,matte,nude,Sephora nude lipstick listings,L0129,lipstick_images/swatches/L0129.jpg,https://editorialist.com/thumbnails/600/2025/8/037/656/244/37656244~sandwash%20pink_1780219339168_1.webp,https://editorialist.com/p/bobbi-brown-luxe-cashmere-matte-lipstick-37656244/,Editorialist,4,39.36663412518307,25.560527172142255,14.903742271396055,29.588208513021204,16.085006518904823
Givenchy,Rose Perfecto Hydrating Tinted Lip Balm & Gloss,210 Pink Nude,tinted balm/gloss,nude,Sephora nude lipstick listings,L0130,lipstick_images/swatches/L0130.jpg,,,,4,44.90591611597826,38.11662438131478,17.27338518487784,41.847901858652335,8.366356319159731
Bobbi Brown,Luxe Hydrating Lipstick,Pink Nude,hydrating,nude,Sephora nude lipstick listings,L0131,lipstick_images/swatches/L0131.jpg,https://www.temptalia.com/wp-content/uploads/2022/11/bobbi-brown_pink-nude_003_swatch.jpg,https://www.temptalia.com/product/bobbi-brown-luxe-lipstick/pink-nude/,Temptalia,4,62.63311363494144,40.46639037489663,23.19816886219843,46.6442256719157,9.944842105263158
Charlotte Tilbury,K.I.S.S.I.N.G Satin Shine Lipstick,Penelope Pink,satin shine,nude,Sephora nude lipstick listings,L0132,lipstick_images/swatches/L0132.jpg,,,,1,62.7952503583159,16.923220340962075,13.88504608643811,21.890406381135612,26.35316875460575
Anastasia Beverly Hills,Full-Pigment Matte & Satin Velvet Lipstick,Taupe Beige,matte/satin,nude,Sephora nude lipstick listings,L0133,lipstick_images/swatches/L0133.jpg,https://media.ulta.com/i/ulta/2590069_alt02?w=800&h=800&fmt=auto,https://www.ulta.com/p/full-pigment-matte-satin-velvet-lipstick-pimprod2030578?sku=2590069,Ulta Beauty,0,49.73245516197698,30.83208882286462,17.139196215646876,35.275625410465196,39.95234375
Anastasia Beverly Hills,Lip Velvet Liquid Lipstick,Peachy Nude,velvet liquid,nude,Sephora nude lipstick listings,L0134,lipstick_images/swatches/L0134.jpg,https://dy6g3i6a1660s.cloudfront.net/0w9QzRzrQo5YRr7dPGfZrA-gD6A/zb_p.jpg,https://www.beautylish.com/s/anastasia-beverly-hills-lip-velvet-peachy-nude,Beautylish,4,52.31375514924485,25.210775012464808,20.432516456339528,32.451053996252654,22.598563327032135
DIOR,Rouge Dior Forever Liquid Transfer-Proof Lipstick,300 - Forever Nude Style,liquid,nude,Sephora nude lipstick listings,L0135,lipstick_images/swatches/L0135.jpg,https://www.temptalia.com/wp-content/uploads/2022/07/dior_forever-nude-style-300_004_swatch.jpg,https://www.temptalia.com/product/dior-rouge-dior-forever-transfer-proof-lipstick/forever-nude-style-300/,Temptalia,1,45.19134033379921,40.099238636737624,21.771721726627163,45.62846486775246,6.427789473684211
DIOR,Rouge Dior Refillable Lipstick,400 Nude Line,,nude,Sephora nude lipstick listings,L0136,lipstick_images/swatches/L0136.jpg,https://media.ulta.com/i/ulta/2605058_alt01?w=800&h=800&fmt=auto,https://www.ulta.com/p/rouge-dior-forever-liquid-lipstick-pimprod2036844?sku=2605058,Ulta Beauty,0,56.58995190206767,22.660747346235524,26.269860793467245,34.693155757268144,24.419375
Givenchy,Rose Perfecto Hydrating Tinted Lip Balm & Gloss,110 Milky Nude,tinted balm/gloss,nude,Sephora nude lipstick listings,L0137,lipstick_images/swatches/L0137.jpg,,,,2,52.36619779681628,25.957976010712997,18.891364426336168,32.10451943981394,11.590440710209258
Valentino,Spike Valentino Buttery Matte Lipstick,100R - Stand Out In Nude,buttery matte,nude,Sephora nude lipstick listings,L0138,lipstick_images/swatches/L0138.jpg,,,,4,44.537754592971574,28.64444216967496,12.03295003469023,31.06921231298284,49.30960606604451
